semester1,Institution1,Program,Degree_Level_Code,CIP,Program_status,ECount,GCount
2022-2023,University of Louisville,*Secondary Education w/concentration in Earth & Space Science,M ,13.1337,A  ,1,
2023-2024,University of Louisville,*Secondary Education w/concentration in Earth & Space Science,M ,13.1337,A  ,1,
2024-2025,University of Louisville,*Secondary Education w/concentration in Earth & Space Science,M ,13.1337,A  ,,
2014-2015,University of Louisville,*Organizational Change in Higher Education,T ,13.0406,A  ,,
2015-2016,University of Louisville,*Organizational Change in Higher Education,T ,13.0406,A  ,,
2016-2017,University of Louisville,*Organizational Change in Higher Education,T ,13.0406,A  ,,
2017-2018,University of Louisville,*Organizational Change in Higher Education,T ,13.0406,A  ,,
2018-2019,University of Louisville,*Organizational Change in Higher Education,T ,13.0406,A  ,,
2019-2020,University of Louisville,*Organizational Change in Higher Education,T ,13.0406,A  ,,
2020-2021,University of Louisville,*Organizational Change in Higher Education,T ,13.0406,A  ,8,39
2021-2022,University of Louisville,*Organizational Change in Higher Education,T ,13.0406,A  ,2,50
2022-2023,University of Louisville,*Organizational Change in Higher Education,T ,13.0406,A  ,2,39
2023-2024,University of Louisville,*Organizational Change in Higher Education,T ,13.0406,A  ,5,71
2024-2025,University of Louisville,*Organizational Change in Higher Education,T ,13.0406,A  ,5,
2014-2015,University of Louisville,*Health Professions Education,T ,13.1307,A  ,9,8
2015-2016,University of Louisville,*Health Professions Education,T ,13.1307,A  ,6,5
2016-2017,University of Louisville,*Health Professions Education,T ,13.1307,A  ,2,3
2017-2018,University of Louisville,*Health Professions Education,T ,13.1307,A  ,3,2
2018-2019,University of Louisville,*Health Professions Education,T ,13.1307,A  ,10,10
2019-2020,University of Louisville,*Health Professions Education,T ,13.1307,A  ,16,19
2020-2021,University of Louisville,*Health Professions Education,T ,13.1307,A  ,15,13
2021-2022,University of Louisville,*Health Professions Education,T ,13.1307,A  ,10,11
2022-2023,University of Louisville,*Health Professions Education,T ,13.1307,A  ,10,9
2023-2024,University of Louisville,*Health Professions Education,T ,13.1307,A  ,12,8
2024-2025,University of Louisville,*Health Professions Education,T ,13.1307,A  ,7,
2014-2015,University of Louisville,*Teaching English as an International Language,T ,13.1401,A  ,,
2015-2016,University of Louisville,*Teaching English as an International Language,T ,13.1401,A  ,,
2016-2017,University of Louisville,*Teaching English as an International Language,T ,13.1401,A  ,,
2017-2018,University of Louisville,*Teaching English as an International Language,T ,13.1401,A  ,,
2018-2019,University of Louisville,*Teaching English as an International Language,T ,13.1401,A  ,,
2019-2020,University of Louisville,*Teaching English as an International Language,T ,13.1401,A  ,,
2020-2021,University of Louisville,*Teaching English as an International Language,T ,13.1401,A  ,1,
2021-2022,University of Louisville,*Teaching English as an International Language,T ,13.1401,A  ,6,2
2022-2023,University of Louisville,*Teaching English as an International Language,T ,13.1401,A  ,4,3
2023-2024,University of Louisville,*Teaching English as an International Language,T ,13.1401,A  ,4,4
2024-2025,University of Louisville,*Teaching English as an International Language,T ,13.1401,A  ,2,
2014-2015,University of Louisville,*Educational Administration,S ,13.0408,A  ,44,20
2015-2016,University of Louisville,*Educational Administration,S ,13.0408,A  ,39,21
2016-2017,University of Louisville,*Educational Administration,S ,13.0408,A  ,41,18
2017-2018,University of Louisville,*Educational Administration,S ,13.0408,A  ,35,23
2018-2019,University of Louisville,*Educational Administration,S ,13.0408,A  ,21,10
2019-2020,University of Louisville,*Educational Administration,S ,13.0408,A  ,24,10
2020-2021,University of Louisville,*Educational Administration,S ,13.0408,A  ,30,17
2021-2022,University of Louisville,*Educational Administration,S ,13.0408,A  ,51,18
2022-2023,University of Louisville,*Educational Administration,S ,13.0408,A  ,13,24
2023-2024,University of Louisville,*Educational Administration,S ,13.0408,A  ,30,
2024-2025,University of Louisville,*Educational Administration,S ,13.0408,A  ,26,
2014-2015,University of Louisville,Trade and Industrial Teacher Education,CB,13.1320,A  ,,
2015-2016,University of Louisville,Trade and Industrial Teacher Education,CB,13.1320,A  ,,
2016-2017,University of Louisville,Trade and Industrial Teacher Education,CB,13.1320,A  ,,
2017-2018,University of Louisville,Trade and Industrial Teacher Education,CB,13.1320,A  ,,
2018-2019,University of Louisville,Trade and Industrial Teacher Education,CB,13.1320,A  ,,
2019-2020,University of Louisville,Trade and Industrial Teacher Education,CB,13.1320,A  ,,
2020-2021,University of Louisville,Trade and Industrial Teacher Education,CB,13.1320,A  ,,21
2021-2022,University of Louisville,Trade and Industrial Teacher Education,CB,13.1320,A  ,,
2022-2023,University of Louisville,Trade and Industrial Teacher Education,CB,13.1320,A  ,,
2023-2024,University of Louisville,Trade and Industrial Teacher Education,CB,13.1320,A  ,,
2024-2025,University of Louisville,Trade and Industrial Teacher Education,CB,13.1320,A  ,,
2014-2015,University of Louisville,*Human Resource Leadership,CB,13.1320,A  ,,
2015-2016,University of Louisville,*Human Resource Leadership,CB,13.1320,A  ,,
2016-2017,University of Louisville,*Human Resource Leadership,CB,13.1320,A  ,,
2017-2018,University of Louisville,*Human Resource Leadership,CB,13.1320,A  ,,
2018-2019,University of Louisville,*Human Resource Leadership,CB,13.1320,A  ,,
2019-2020,University of Louisville,*Human Resource Leadership,CB,13.1320,A  ,,
2020-2021,University of Louisville,*Human Resource Leadership,CB,13.1320,A  ,,
2021-2022,University of Louisville,*Human Resource Leadership,CB,13.1320,A  ,5,82
2022-2023,University of Louisville,*Human Resource Leadership,CB,13.1320,A  ,11,84
2023-2024,University of Louisville,*Human Resource Leadership,CB,13.1320,A  ,9,83
2024-2025,University of Louisville,*Human Resource Leadership,CB,13.1320,A  ,7,
2014-2015,University of Louisville,*Secondary Education w/concentration in Physics,M ,13.1329,A  ,,
2015-2016,University of Louisville,*Secondary Education w/concentration in Physics,M ,13.1329,A  ,,
2016-2017,University of Louisville,*Secondary Education w/concentration in Physics,M ,13.1329,A  ,2,2
2017-2018,University of Louisville,*Secondary Education w/concentration in Physics,M ,13.1329,A  ,1,1
2018-2019,University of Louisville,*Secondary Education w/concentration in Physics,M ,13.1329,A  ,,
2019-2020,University of Louisville,*Secondary Education w/concentration in Physics,M ,13.1329,A  ,,
2020-2021,University of Louisville,*Secondary Education w/concentration in Physics,M ,13.1329,A  ,2,
2021-2022,University of Louisville,*Secondary Education w/concentration in Physics,M ,13.1329,A  ,2,1
2022-2023,University of Louisville,*Secondary Education w/concentration in Physics,M ,13.1329,A  ,1,1
2023-2024,University of Louisville,*Secondary Education w/concentration in Physics,M ,13.1329,A  ,1,
2024-2025,University of Louisville,*Secondary Education w/concentration in Physics,M ,13.1329,A  ,1,
2014-2015,University of Louisville,*Curriculum and Instructions,S ,13.0301,A  ,,
2015-2016,University of Louisville,*Curriculum and Instructions,S ,13.0301,A  ,,
2016-2017,University of Louisville,*Curriculum and Instructions,S ,13.0301,A  ,,
2017-2018,University of Louisville,*Curriculum and Instructions,S ,13.0301,A  ,,
2018-2019,University of Louisville,*Curriculum and Instructions,S ,13.0301,A  ,,
2019-2020,University of Louisville,*Curriculum and Instructions,S ,13.0301,A  ,,
2020-2021,University of Louisville,*Curriculum and Instructions,S ,13.0301,A  ,,
2021-2022,University of Louisville,*Curriculum and Instructions,S ,13.0301,A  ,,
2022-2023,University of Louisville,*Curriculum and Instructions,S ,13.0301,A  ,,
2023-2024,University of Louisville,*Curriculum and Instructions,S ,13.0301,A  ,7,
2024-2025,University of Louisville,*Curriculum and Instructions,S ,13.0301,A  ,15,
2014-2015,University of Louisville,*Educational Leadership & Organizational Development,S ,13.0499,A  ,,
2015-2016,University of Louisville,*Educational Leadership & Organizational Development,S ,13.0499,A  ,,
2016-2017,University of Louisville,*Educational Leadership & Organizational Development,S ,13.0499,A  ,,
2017-2018,University of Louisville,*Educational Leadership & Organizational Development,S ,13.0499,A  ,,
2018-2019,University of Louisville,*Educational Leadership & Organizational Development,S ,13.0499,A  ,,
2019-2020,University of Louisville,*Educational Leadership & Organizational Development,S ,13.0499,A  ,,
2020-2021,University of Louisville,*Educational Leadership & Organizational Development,S ,13.0499,A  ,,
2021-2022,University of Louisville,*Educational Leadership & Organizational Development,S ,13.0499,A  ,,
2022-2023,University of Louisville,*Educational Leadership & Organizational Development,S ,13.0499,A  ,,
2023-2024,University of Louisville,*Educational Leadership & Organizational Development,S ,13.0499,A  ,3,
2024-2025,University of Louisville,*Educational Leadership & Organizational Development,S ,13.0499,A  ,,
2014-2015,University of Louisville,"Teacher Education and Professional Development, Specific Levels and Methods, Other",M ,13.1299,A  ,,
2015-2016,University of Louisville,"Teacher Education and Professional Development, Specific Levels and Methods, Other",M ,13.1299,A  ,,
2016-2017,University of Louisville,"Teacher Education and Professional Development, Specific Levels and Methods, Other",M ,13.1299,A  ,,1
2017-2018,University of Louisville,"Teacher Education and Professional Development, Specific Levels and Methods, Other",M ,13.1299,A  ,,
2018-2019,University of Louisville,"Teacher Education and Professional Development, Specific Levels and Methods, Other",M ,13.1299,A  ,,
2019-2020,University of Louisville,"Teacher Education and Professional Development, Specific Levels and Methods, Other",M ,13.1299,A  ,,
2020-2021,University of Louisville,"Teacher Education and Professional Development, Specific Levels and Methods, Other",M ,13.1299,A  ,,
2021-2022,University of Louisville,"Teacher Education and Professional Development, Specific Levels and Methods, Other",M ,13.1299,A  ,,
2022-2023,University of Louisville,"Teacher Education and Professional Development, Specific Levels and Methods, Other",M ,13.1299,A  ,,
2023-2024,University of Louisville,"Teacher Education and Professional Development, Specific Levels and Methods, Other",M ,13.1299,A  ,,
2024-2025,University of Louisville,"Teacher Education and Professional Development, Specific Levels and Methods, Other",M ,13.1299,A  ,,
2014-2015,University of Louisville,*Autism and Applied Behavior Analysis,V ,13.1013,A  ,,
2015-2016,University of Louisville,*Autism and Applied Behavior Analysis,V ,13.1013,A  ,,
2016-2017,University of Louisville,*Autism and Applied Behavior Analysis,V ,13.1013,A  ,,
2017-2018,University of Louisville,*Autism and Applied Behavior Analysis,V ,13.1013,A  ,,
2018-2019,University of Louisville,*Autism and Applied Behavior Analysis,V ,13.1013,A  ,,
2019-2020,University of Louisville,*Autism and Applied Behavior Analysis,V ,13.1013,A  ,,
2020-2021,University of Louisville,*Autism and Applied Behavior Analysis,V ,13.1013,A  ,,
2021-2022,University of Louisville,*Autism and Applied Behavior Analysis,V ,13.1013,A  ,,
2022-2023,University of Louisville,*Autism and Applied Behavior Analysis,V ,13.1013,A  ,,
2023-2024,University of Louisville,*Autism and Applied Behavior Analysis,V ,13.1013,A  ,1,
2024-2025,University of Louisville,*Autism and Applied Behavior Analysis,V ,13.1013,A  ,3,
2014-2015,University of Louisville,*Middle & Secondary Education w/track in Science,B ,13.1316,A  ,,
2015-2016,University of Louisville,*Middle & Secondary Education w/track in Science,B ,13.1316,A  ,,
2016-2017,University of Louisville,*Middle & Secondary Education w/track in Science,B ,13.1316,A  ,,
2017-2018,University of Louisville,*Middle & Secondary Education w/track in Science,B ,13.1316,A  ,,
2018-2019,University of Louisville,*Middle & Secondary Education w/track in Science,B ,13.1316,A  ,,
2019-2020,University of Louisville,*Middle & Secondary Education w/track in Science,B ,13.1316,A  ,,
2020-2021,University of Louisville,*Middle & Secondary Education w/track in Science,B ,13.1316,A  ,,
2021-2022,University of Louisville,*Middle & Secondary Education w/track in Science,B ,13.1316,A  ,,
2022-2023,University of Louisville,*Middle & Secondary Education w/track in Science,B ,13.1316,A  ,,
2023-2024,University of Louisville,*Middle & Secondary Education w/track in Science,B ,13.1316,A  ,,
2024-2025,University of Louisville,*Middle & Secondary Education w/track in Science,B ,13.1316,A  ,1,
2014-2015,University of Louisville,Teaching English as a Second or Foreign Language/ESL Language Instructor,T ,13.1401,A  ,,
2015-2016,University of Louisville,Teaching English as a Second or Foreign Language/ESL Language Instructor,T ,13.1401,A  ,,
2016-2017,University of Louisville,Teaching English as a Second or Foreign Language/ESL Language Instructor,T ,13.1401,A  ,,
2017-2018,University of Louisville,Teaching English as a Second or Foreign Language/ESL Language Instructor,T ,13.1401,A  ,,
2018-2019,University of Louisville,Teaching English as a Second or Foreign Language/ESL Language Instructor,T ,13.1401,A  ,,
2019-2020,University of Louisville,Teaching English as a Second or Foreign Language/ESL Language Instructor,T ,13.1401,A  ,,1
2020-2021,University of Louisville,Teaching English as a Second or Foreign Language/ESL Language Instructor,T ,13.1401,A  ,,
2021-2022,University of Louisville,Teaching English as a Second or Foreign Language/ESL Language Instructor,T ,13.1401,A  ,,
2022-2023,University of Louisville,Teaching English as a Second or Foreign Language/ESL Language Instructor,T ,13.1401,A  ,,
2023-2024,University of Louisville,Teaching English as a Second or Foreign Language/ESL Language Instructor,T ,13.1401,A  ,,
2024-2025,University of Louisville,Teaching English as a Second or Foreign Language/ESL Language Instructor,T ,13.1401,A  ,,
2014-2015,University of Pikeville,*Educational Studies,B ,13.0101,A  ,,
2015-2016,University of Pikeville,*Educational Studies,B ,13.0101,A  ,,
2016-2017,University of Pikeville,*Educational Studies,B ,13.0101,A  ,,
2017-2018,University of Pikeville,*Educational Studies,B ,13.0101,A  ,,
2018-2019,University of Pikeville,*Educational Studies,B ,13.0101,A  ,3,4
2019-2020,University of Pikeville,*Educational Studies,B ,13.0101,A  ,1,3
2020-2021,University of Pikeville,*Educational Studies,B ,13.0101,A  ,4,2
2021-2022,University of Pikeville,*Educational Studies,B ,13.0101,A  ,3,2
2022-2023,University of Pikeville,*Educational Studies,B ,13.0101,A  ,2,4
2023-2024,University of Pikeville,*Educational Studies,B ,13.0101,A  ,11,4
2024-2025,University of Pikeville,*Educational Studies,B ,13.0101,A  ,13,
2014-2015,University of Pikeville,*Elementary Education,B ,13.1202,A  ,6,7
2015-2016,University of Pikeville,*Elementary Education,B ,13.1202,A  ,61,8
2016-2017,University of Pikeville,*Elementary Education,B ,13.1202,A  ,113,7
2017-2018,University of Pikeville,*Elementary Education,B ,13.1202,A  ,10,
2018-2019,University of Pikeville,*Elementary Education,B ,13.1202,A  ,12,11
2019-2020,University of Pikeville,*Elementary Education,B ,13.1202,A  ,6,6
2020-2021,University of Pikeville,*Elementary Education,B ,13.1202,A  ,8,8
2021-2022,University of Pikeville,*Elementary Education,B ,13.1202,A  ,8,7
2022-2023,University of Pikeville,*Elementary Education,B ,13.1202,A  ,15,14
2023-2024,University of Pikeville,*Elementary Education,B ,13.1202,A  ,10,10
2024-2025,University of Pikeville,*Elementary Education,B ,13.1202,A  ,9,
2014-2015,University of Pikeville,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,4,4
2015-2016,University of Pikeville,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,15,2
2016-2017,University of Pikeville,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,12,2
2017-2018,University of Pikeville,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,6,
2018-2019,University of Pikeville,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,3,3
2019-2020,University of Pikeville,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,4,4
2020-2021,University of Pikeville,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,5,5
2021-2022,University of Pikeville,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,4,4
2022-2023,University of Pikeville,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,2,2
2023-2024,University of Pikeville,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,6,6
2024-2025,University of Pikeville,Junior High/Intermediate/Middle School Education and Teaching,B ,13.1203,A  ,5,
2014-2015,University of Pikeville,*Secondary Education English,B ,13.1305,A  ,,
2015-2016,University of Pikeville,*Secondary Education English,B ,13.1305,A  ,,
2016-2017,University of Pikeville,*Secondary Education English,B ,13.1305,A  ,,
2017-2018,University of Pikeville,*Secondary Education English,B ,13.1305,A  ,2,
2018-2019,University of Pikeville,*Secondary Education English,B ,13.1305,A  ,1,1
2019-2020,University of Pikeville,*Secondary Education English,B ,13.1305,A  ,,
2020-2021,University of Pikeville,*Secondary Education English,B ,13.1305,A  ,,
2021-2022,University of Pikeville,*Secondary Education English,B ,13.1305,A  ,,
2022-2023,University of Pikeville,*Secondary Education English,B ,13.1305,A  ,2,2
2023-2024,University of Pikeville,*Secondary Education English,B ,13.1305,A  ,,
2024-2025,University of Pikeville,*Secondary Education English,B ,13.1305,A  ,2,
2014-2015,University of Pikeville,*Secondary Education Mathematics,B ,13.1311,A  ,,
2015-2016,University of Pikeville,*Secondary Education Mathematics,B ,13.1311,A  ,,
2016-2017,University of Pikeville,*Secondary Education Mathematics,B ,13.1311,A  ,,
2017-2018,University of Pikeville,*Secondary Education Mathematics,B ,13.1311,A  ,1,
2018-2019,University of Pikeville,*Secondary Education Mathematics,B ,13.1311,A  ,1,1
2019-2020,University of Pikeville,*Secondary Education Mathematics,B ,13.1311,A  ,1,1
2020-2021,University of Pikeville,*Secondary Education Mathematics,B ,13.1311,A  ,,
2021-2022,University of Pikeville,*Secondary Education Mathematics,B ,13.1311,A  ,,
2022-2023,University of Pikeville,*Secondary Education Mathematics,B ,13.1311,A  ,2,1
2023-2024,University of Pikeville,*Secondary Education Mathematics,B ,13.1311,A  ,,
2024-2025,University of Pikeville,*Secondary Education Mathematics,B ,13.1311,A  ,,
2014-2015,University of Pikeville,*Secondary Education Social Studies,B ,13.1318,A  ,,
2015-2016,University of Pikeville,*Secondary Education Social Studies,B ,13.1318,A  ,,
2016-2017,University of Pikeville,*Secondary Education Social Studies,B ,13.1318,A  ,,
2017-2018,University of Pikeville,*Secondary Education Social Studies,B ,13.1318,A  ,,
2018-2019,University of Pikeville,*Secondary Education Social Studies,B ,13.1318,A  ,1,1
2019-2020,University of Pikeville,*Secondary Education Social Studies,B ,13.1318,A  ,1,1
2020-2021,University of Pikeville,*Secondary Education Social Studies,B ,13.1318,A  ,1,1
2021-2022,University of Pikeville,*Secondary Education Social Studies,B ,13.1318,A  ,,
2022-2023,University of Pikeville,*Secondary Education Social Studies,B ,13.1318,A  ,1,1
2023-2024,University of Pikeville,*Secondary Education Social Studies,B ,13.1318,A  ,4,4
2024-2025,University of Pikeville,*Secondary Education Social Studies,B ,13.1318,A  ,1,
2014-2015,University of Pikeville,*Secondary Education Biology,B ,13.1322,A  ,,
2015-2016,University of Pikeville,*Secondary Education Biology,B ,13.1322,A  ,,
2016-2017,University of Pikeville,*Secondary Education Biology,B ,13.1322,A  ,,
2017-2018,University of Pikeville,*Secondary Education Biology,B ,13.1322,A  ,,
2018-2019,University of Pikeville,*Secondary Education Biology,B ,13.1322,A  ,1,1
2019-2020,University of Pikeville,*Secondary Education Biology,B ,13.1322,A  ,1,
2020-2021,University of Pikeville,*Secondary Education Biology,B ,13.1322,A  ,,
2021-2022,University of Pikeville,*Secondary Education Biology,B ,13.1322,A  ,1,1
2022-2023,University of Pikeville,*Secondary Education Biology,B ,13.1322,A  ,,
2023-2024,University of Pikeville,*Secondary Education Biology,B ,13.1322,A  ,,
2024-2025,University of Pikeville,*Secondary Education Biology,B ,13.1322,A  ,1,
2014-2015,University of Pikeville,"*Education, Teacher Leader Program",M ,13.0401,A  ,,
2015-2016,University of Pikeville,"*Education, Teacher Leader Program",M ,13.0401,A  ,,
2016-2017,University of Pikeville,"*Education, Teacher Leader Program",M ,13.0401,A  ,,
2017-2018,University of Pikeville,"*Education, Teacher Leader Program",M ,13.0401,A  ,20,
2018-2019,University of Pikeville,"*Education, Teacher Leader Program",M ,13.0401,A  ,46,37
2019-2020,University of Pikeville,"*Education, Teacher Leader Program",M ,13.0401,A  ,,
2020-2021,University of Pikeville,"*Education, Teacher Leader Program",M ,13.0401,A  ,21,
2021-2022,University of Pikeville,"*Education, Teacher Leader Program",M ,13.0401,A  ,13,21
2022-2023,University of Pikeville,"*Education, Teacher Leader Program",M ,13.0401,A  ,41,13
2023-2024,University of Pikeville,"*Education, Teacher Leader Program",M ,13.0401,A  ,87,28
2024-2025,University of Pikeville,"*Education, Teacher Leader Program",M ,13.0401,A  ,90,
2014-2015,University of the Cumberlands,"Special Education and Teaching, General.",B ,13.1001,A  ,,
2015-2016,University of the Cumberlands,"Special Education and Teaching, General.",B ,13.1001,A  ,,
2016-2017,University of the Cumberlands,"Special Education and Teaching, General.",B ,13.1001,A  ,,
2017-2018,University of the Cumberlands,"Special Education and Teaching, General.",B ,13.1001,A  ,,
2018-2019,University of the Cumberlands,"Special Education and Teaching, General.",B ,13.1001,A  ,1,
2019-2020,University of the Cumberlands,"Special Education and Teaching, General.",B ,13.1001,A  ,3,
2020-2021,University of the Cumberlands,"Special Education and Teaching, General.",B ,13.1001,A  ,2,
2021-2022,University of the Cumberlands,"Special Education and Teaching, General.",B ,13.1001,A  ,,
2022-2023,University of the Cumberlands,"Special Education and Teaching, General.",B ,13.1001,A  ,,
2023-2024,University of the Cumberlands,"Special Education and Teaching, General.",B ,13.1001,A  ,,
2024-2025,University of the Cumberlands,"Special Education and Teaching, General.",B ,13.1001,A  ,,
2014-2015,University of the Cumberlands,*Elementary Education,B ,13.1202,A  ,93,7
2015-2016,University of the Cumberlands,*Elementary Education,B ,13.1202,A  ,134,22
2016-2017,University of the Cumberlands,*Elementary Education,B ,13.1202,A  ,218,24
2017-2018,University of the Cumberlands,*Elementary Education,B ,13.1202,A  ,546,34
2018-2019,University of the Cumberlands,*Elementary Education,B ,13.1202,A  ,297,38
2019-2020,University of the Cumberlands,*Elementary Education,B ,13.1202,A  ,438,51
2020-2021,University of the Cumberlands,*Elementary Education,B ,13.1202,A  ,603,40
2021-2022,University of the Cumberlands,*Elementary Education,B ,13.1202,A  ,684,73
2022-2023,University of the Cumberlands,*Elementary Education,B ,13.1202,A  ,704,80
2023-2024,University of the Cumberlands,*Elementary Education,B ,13.1202,A  ,820,105
2024-2025,University of the Cumberlands,*Elementary Education,B ,13.1202,A  ,1057,
2014-2015,University of the Cumberlands,*Middle School Education,B ,13.1203,A  ,25,5
2015-2016,University of the Cumberlands,*Middle School Education,B ,13.1203,A  ,21,4
2016-2017,University of the Cumberlands,*Middle School Education,B ,13.1203,A  ,24,8
2017-2018,University of the Cumberlands,*Middle School Education,B ,13.1203,A  ,15,8
2018-2019,University of the Cumberlands,*Middle School Education,B ,13.1203,A  ,17,3
2019-2020,University of the Cumberlands,*Middle School Education,B ,13.1203,A  ,22,4
2020-2021,University of the Cumberlands,*Middle School Education,B ,13.1203,A  ,24,2
2021-2022,University of the Cumberlands,*Middle School Education,B ,13.1203,A  ,23,6
2022-2023,University of the Cumberlands,*Middle School Education,B ,13.1203,A  ,46,6
2023-2024,University of the Cumberlands,*Middle School Education,B ,13.1203,A  ,144,15
2024-2025,University of the Cumberlands,*Middle School Education,B ,13.1203,A  ,221,
2014-2015,University of the Cumberlands,*Early Childhood Education,B ,13.1210,A  ,,
2015-2016,University of the Cumberlands,*Early Childhood Education,B ,13.1210,A  ,,
2016-2017,University of the Cumberlands,*Early Childhood Education,B ,13.1210,A  ,,
2017-2018,University of the Cumberlands,*Early Childhood Education,B ,13.1210,A  ,9,
2018-2019,University of the Cumberlands,*Early Childhood Education,B ,13.1210,A  ,29,
2019-2020,University of the Cumberlands,*Early Childhood Education,B ,13.1210,A  ,81,1
2020-2021,University of the Cumberlands,*Early Childhood Education,B ,13.1210,A  ,114,6
2021-2022,University of the Cumberlands,*Early Childhood Education,B ,13.1210,A  ,101,13
2022-2023,University of the Cumberlands,*Early Childhood Education,B ,13.1210,A  ,108,6
2023-2024,University of the Cumberlands,*Early Childhood Education,B ,13.1210,A  ,127,17
2024-2025,University of the Cumberlands,*Early Childhood Education,B ,13.1210,A  ,155,
2014-2015,University of the Cumberlands,Art Teacher Education,B ,13.1302,A  ,3,
2015-2016,University of the Cumberlands,Art Teacher Education,B ,13.1302,A  ,2,
2016-2017,University of the Cumberlands,Art Teacher Education,B ,13.1302,A  ,2,
2017-2018,University of the Cumberlands,Art Teacher Education,B ,13.1302,A  ,,
2018-2019,University of the Cumberlands,Art Teacher Education,B ,13.1302,A  ,,
2019-2020,University of the Cumberlands,Art Teacher Education,B ,13.1302,A  ,2,
2020-2021,University of the Cumberlands,Art Teacher Education,B ,13.1302,A  ,6,
2021-2022,University of the Cumberlands,Art Teacher Education,B ,13.1302,A  ,6,
2022-2023,University of the Cumberlands,Art Teacher Education,B ,13.1302,A  ,5,
2023-2024,University of the Cumberlands,Art Teacher Education,B ,13.1302,A  ,10,
2024-2025,University of the Cumberlands,Art Teacher Education,B ,13.1302,A  ,10,
2014-2015,University of the Cumberlands,Health Teacher Education,B ,13.1307,A  ,8,
2015-2016,University of the Cumberlands,Health Teacher Education,B ,13.1307,A  ,11,1
2016-2017,University of the Cumberlands,Health Teacher Education,B ,13.1307,A  ,1,
2017-2018,University of the Cumberlands,Health Teacher Education,B ,13.1307,A  ,10,1
2018-2019,University of the Cumberlands,Health Teacher Education,B ,13.1307,A  ,10,
2019-2020,University of the Cumberlands,Health Teacher Education,B ,13.1307,A  ,5,1
2020-2021,University of the Cumberlands,Health Teacher Education,B ,13.1307,A  ,3,
2021-2022,University of the Cumberlands,Health Teacher Education,B ,13.1307,A  ,12,
2022-2023,University of the Cumberlands,Health Teacher Education,B ,13.1307,A  ,5,
2023-2024,University of the Cumberlands,Health Teacher Education,B ,13.1307,A  ,,
2024-2025,University of the Cumberlands,Health Teacher Education,B ,13.1307,A  ,45,
2014-2015,University of the Cumberlands,Music Teacher Education,B ,13.1312,A  ,20,
2015-2016,University of the Cumberlands,Music Teacher Education,B ,13.1312,A  ,16,3
2016-2017,University of the Cumberlands,Music Teacher Education,B ,13.1312,A  ,14,2
2017-2018,University of the Cumberlands,Music Teacher Education,B ,13.1312,A  ,16,
2018-2019,University of the Cumberlands,Music Teacher Education,B ,13.1312,A  ,24,3
2019-2020,University of the Cumberlands,Music Teacher Education,B ,13.1312,A  ,22,1
2020-2021,University of the Cumberlands,Music Teacher Education,B ,13.1312,A  ,17,
2021-2022,University of the Cumberlands,Music Teacher Education,B ,13.1312,A  ,17,3
2022-2023,University of the Cumberlands,Music Teacher Education,B ,13.1312,A  ,17,1
2023-2024,University of the Cumberlands,Music Teacher Education,B ,13.1312,A  ,19,2
2024-2025,University of the Cumberlands,Music Teacher Education,B ,13.1312,A  ,17,
2014-2015,University of the Cumberlands,Physical Education Teaching and Coaching,B ,13.1314,A  ,15,
2015-2016,University of the Cumberlands,Physical Education Teaching and Coaching,B ,13.1314,A  ,5,
2016-2017,University of the Cumberlands,Physical Education Teaching and Coaching,B ,13.1314,A  ,21,
2017-2018,University of the Cumberlands,Physical Education Teaching and Coaching,B ,13.1314,A  ,3,
2018-2019,University of the Cumberlands,Physical Education Teaching and Coaching,B ,13.1314,A  ,3,
2019-2020,University of the Cumberlands,Physical Education Teaching and Coaching,B ,13.1314,A  ,3,
2020-2021,University of the Cumberlands,Physical Education Teaching and Coaching,B ,13.1314,A  ,2,
2021-2022,University of the Cumberlands,Physical Education Teaching and Coaching,B ,13.1314,A  ,2,
2022-2023,University of the Cumberlands,Physical Education Teaching and Coaching,B ,13.1314,A  ,20,
2023-2024,University of the Cumberlands,Physical Education Teaching and Coaching,B ,13.1314,A  ,20,
2024-2025,University of the Cumberlands,Physical Education Teaching and Coaching,B ,13.1314,A  ,,
2014-2015,University of the Cumberlands,Social Studies Teacher Education,B ,13.1318,A  ,13,3
2015-2016,University of the Cumberlands,Social Studies Teacher Education,B ,13.1318,A  ,11,
2016-2017,University of the Cumberlands,Social Studies Teacher Education,B ,13.1318,A  ,17,1
2017-2018,University of the Cumberlands,Social Studies Teacher Education,B ,13.1318,A  ,16,1
2018-2019,University of the Cumberlands,Social Studies Teacher Education,B ,13.1318,A  ,13,1
2019-2020,University of the Cumberlands,Social Studies Teacher Education,B ,13.1318,A  ,11,1
2020-2021,University of the Cumberlands,Social Studies Teacher Education,B ,13.1318,A  ,13,1
